id_wt,wort,aktualisiert,rechtschreibung,zertifikat,bedeutung_text,beispiel_text,star,stufe,bedeutung,beispiel
7,behandeln,1,behandeln,1,"be­han­deln : 
auf bestimmte Weise [künstlerisch] darstellen, ausführen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
",der Komponist behandelte das Motiv als Fugenthema,,3,"be­han­deln : <div id=""Bedeutung3a"">
<span class=""content"">auf bestimmte Weise [künstlerisch] darstellen, ausführen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">der Komponist behandelte das Motiv als Fugenthema</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
auf bestimmte Weise [künstlerisch] darstellen, ausführen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
","der Roman, der Film behandelt das Leben Napoleons (hat das Leben Napoleons zum Gegenstand)",,3,"be­han­deln : <div id=""Bedeutung3a"">
<span class=""content"">auf bestimmte Weise [künstlerisch] darstellen, ausführen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">der Roman, der Film behandelt das Leben Napoleons <span class=""font_kursiv"">(hat das Leben Napoleons zum Gegenstand)</span></span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
(eine Angelegenheit, ein Thema) besprechen, durchsprechen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
",können wir das nicht morgen behandeln?,,3,"be­han­deln : <div id=""Bedeutung3b"">
<span class=""content"">(eine Angelegenheit, ein Thema) besprechen, durchsprechen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">können wir das nicht morgen behandeln?</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
[wissenschaftlich] analysieren und darlegen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
",ein Thema exakt behandeln,,3,"be­han­deln : <div id=""Bedeutung3c"">
<span class=""content"">[wissenschaftlich] analysieren und darlegen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">ein Thema exakt behandeln</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
[wissenschaftlich] analysieren und darlegen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
",der Fall wurde wochenlang in der Presse behandelt,,3,"be­han­deln : <div id=""Bedeutung3c"">
<span class=""content"">[wissenschaftlich] analysieren und darlegen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">der Fall wurde wochenlang in der Presse behandelt</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
(einen Patienten) zu heilen versuchen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
","einen Kranken mit Penizillin, ambulant behandeln",,3,"be­han­deln : <div id=""Bedeutung4a"">
<span class=""content"">(einen Patienten) zu heilen versuchen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">einen Kranken mit Penizillin, ambulant behandeln</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
(einen Patienten) zu heilen versuchen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
",er musste sich behandeln lassen,,3,"be­han­deln : <div id=""Bedeutung4a"">
<span class=""content"">(einen Patienten) zu heilen versuchen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">er musste sich behandeln lassen</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
(einen Patienten) zu heilen versuchen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
",die behandelnde Ärztin,,3,"be­han­deln : <div id=""Bedeutung4a"">
<span class=""content"">(einen Patienten) zu heilen versuchen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">die behandelnde Ärztin</span></span>"
7,behandeln,1,behandeln,1,"be­han­deln : 
(eine Krankheit, eine Verletzung) zu heilen versuchen

Betonung: 
behạndeln [sound:ID4113897_420684954.mp3]
","den Schnupfen mit Tropfen, Migräne homöopathisch behandeln",,3,"be­han­deln : <div id=""Bedeutung4b"">
<span class=""content"">(eine Krankheit, eine Verletzung) zu heilen versuchen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">behạndeln</span></em> <span>[sound:ID4113897_420684954.mp3]</span></dd>
</dl></br>","<div class=""behandeln""></div><span class=""beispiel""><span class=""font_normal"">den Schnupfen mit Tropfen, Migräne homöopathisch behandeln</span></span>"
8,aufweisen,1,aufweisen,0,"auf­wei­sen : 
auf etwas hinweisen, etwas aufzeigen

Betonung: 
a̲u̲fweisen [sound:ID4106950_98813250.mp3]
","die Bedeutung, Wichtigkeit von etwas aufweisen",,7,"auf­wei­sen : <div id=""Bedeutunga"">
<span class=""content"">auf etwas hinweisen, etwas aufzeigen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">a̲u̲fweisen</span></em> <span>[sound:ID4106950_98813250.mp3]</span></dd>
</dl></br>","<div class=""aufweisen""></div><span class=""beispiel""><span class=""font_normal"">die Bedeutung, Wichtigkeit von etwas aufweisen</span></span>"
8,aufweisen,1,aufweisen,0,"auf­wei­sen : 
auf etwas hinweisen, etwas aufzeigen

Betonung: 
a̲u̲fweisen [sound:ID4106950_98813250.mp3]
",der Redner wies neue Möglichkeiten auf,,7,"auf­wei­sen : <div id=""Bedeutunga"">
<span class=""content"">auf etwas hinweisen, etwas aufzeigen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">a̲u̲fweisen</span></em> <span>[sound:ID4106950_98813250.mp3]</span></dd>
</dl></br>","<div class=""aufweisen""></div><span class=""beispiel""><span class=""font_normal"">der Redner wies neue Möglichkeiten auf</span></span>"
8,aufweisen,1,aufweisen,0,"auf­wei­sen : 
durch etwas Bestimmtes gekennzeichnet sein und dies zeigen, erkennen lassen

Betonung: 
a̲u̲fweisen [sound:ID4106950_98813250.mp3]
","Parallelen zu etwas, einen Mangel, Vorzüge aufweisen",,7,"auf­wei­sen : <div id=""Bedeutungb"">
<span class=""content"">durch etwas Bestimmtes gekennzeichnet sein und dies zeigen, erkennen lassen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">a̲u̲fweisen</span></em> <span>[sound:ID4106950_98813250.mp3]</span></dd>
</dl></br>","<div class=""aufweisen""></div><span class=""beispiel""><span class=""font_normal"">Parallelen zu etwas, einen Mangel, Vorzüge aufweisen</span></span>"
8,aufweisen,1,aufweisen,0,"auf­wei­sen : 
durch etwas Bestimmtes gekennzeichnet sein und dies zeigen, erkennen lassen

Betonung: 
a̲u̲fweisen [sound:ID4106950_98813250.mp3]
",dieser Körper weist Merkmale des Alters auf,,7,"auf­wei­sen : <div id=""Bedeutungb"">
<span class=""content"">durch etwas Bestimmtes gekennzeichnet sein und dies zeigen, erkennen lassen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">a̲u̲fweisen</span></em> <span>[sound:ID4106950_98813250.mp3]</span></dd>
</dl></br>","<div class=""aufweisen""></div><span class=""beispiel""><span class=""font_normal"">dieser Körper weist Merkmale des Alters auf</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
","ein breiter, schmaler, steiniger Strand",,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">ein breiter, schmaler, steiniger Strand</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
","sonnige, überfüllte, verschmutzte Strände",,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">sonnige, überfüllte, verschmutzte Strände</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
",der Strand der Ostsee,,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">der Strand der Ostsee</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
",sie gehen an den Strand (Badestrand),,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">sie gehen an den Strand <span class=""font_kursiv"">(Badestrand)</span></span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
",am Strand in der Sonne liegen,,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">am Strand in der Sonne liegen</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
","die Boote liegen am, auf dem Strand",,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">die Boote liegen am, auf dem Strand</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
","das Schiff ist auf [den] Strand gelaufen, geraten",,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">das Schiff ist auf [den] Strand gelaufen, geraten</span></span>"
9,Strand,1,Strand,1,"Strand, der : flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)Familie am Strand - © MEV Verlag, Augsburg
Betonung: 
Strạnd [sound:ID4112053_259303343.mp3]
",der Kapitän setzte das leckgeschlagene Schiff auf [den] Strand,,3,"Strand, der : <div class=""content"">flacher, sandiger oder kiesiger Rand eines Gewässers, besonders des Meeres (der je nach Wasserstand von Wasser bedeckt sein kann)<div class=""term_img""><img src=""Strand-201100281822.jpg""><div>Familie am Strand - © MEV Verlag, Augsburg</div></img></div></div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Strạnd</span></em> <span>[sound:ID4112053_259303343.mp3]</span></dd>
</dl></br>","<div class=""Strand""></div><span class=""beispiel""><span class=""font_normal"">der Kapitän setzte das leckgeschlagene Schiff auf [den] Strand</span></span>"
10,stehlen,1,stehlen,1,"steh­len : 
fremdes Eigentum, etwas, was einem nicht gehört, heimlich, unbemerkt an sich nehmen, in seinen Besitz bringen

Betonung: 


ste̲hlen


Lautschrift: 
[ˈʃteːlən] [sound:ID4108358_217212474.mp3]
",er stiehlt,,5,"steh­len : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">fremdes Eigentum, etwas, was einem nicht gehört, heimlich, unbemerkt an sich nehmen, in seinen Besitz bringen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ste̲hlen</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈʃteːlən</span></em>] <span>[sound:ID4108358_217212474.mp3]</span></dd>
</dl></br>","<div class=""stehlen""></div><span class=""beispiel""><span class=""font_normal"">er stiehlt</span></span>"
10,stehlen,1,stehlen,1,"steh­len : 
fremdes Eigentum, etwas, was einem nicht gehört, heimlich, unbemerkt an sich nehmen, in seinen Besitz bringen

Betonung: 


ste̲hlen


Lautschrift: 
[ˈʃteːlən] [sound:ID4108358_217212474.mp3]
",er hat [ihm] das Portemonnaie gestohlen,,5,"steh­len : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">fremdes Eigentum, etwas, was einem nicht gehört, heimlich, unbemerkt an sich nehmen, in seinen Besitz bringen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">ste̲hlen</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈʃteːlən</span></em>] <span>[sound:ID4108358_217212474.mp3]</span></dd>
</dl></br>","<div class=""stehlen""></div><span class=""beispiel""><span class=""font_normal"">er hat [ihm] das Portemonnaie gestohlen</span></span>"
